08:30:00;0
09:10:00;1
09:20:00;0
10:00:00;1
10:15:00;0
10:55:00;1
11:05:00;0
11:45:00;1
12:05:00;0
12:45:00;1
13:00:00;0
13:40:00;1
13:50:00;0
14:30:00;1
14:40:00;0
15:20:00;1
15:30:00;0
16:10:00;1
16:20:00;0
17:00:00;1
17:05:00;0
17:45:00;1
17:50:00;0
18:30:00;1
--- Выше был понедельник
08:30:00;0
09:10:00;1
09:20:00;0
10:00:00;1
10:15:00;0
10:55:00;1
11:05:00;0
11:45:00;1
12:05:00;0
12:45:00;1
13:00:00;0
13:40:00;1
13:50:00;0
14:30:00;1
14:40:00;0
15:20:00;1
15:30:00;0
16:10:00;1
16:20:00;0
17:00:00;1
17:05:00;0
17:45:00;1
17:50:00;0
18:30:00;1
--- Выше был вторник
08:30:00;0
09:10:00;1
09:20:00;0
10:00:00;1
10:15:00;0
10:55:00;1
11:05:00;0
11:45:00;1
12:05:00;0
12:45:00;1
13:00:00;0
13:40:00;1
13:50:00;0
14:30:00;1
14:40:00;0
15:20:00;1
15:30:00;0
16:10:00;1
16:20:00;0
17:00:00;1
17:05:00;0
17:45:00;1
17:50:00;0
18:30:00;1
--- Выше была среда
08:30:00;0
09:10:00;1
09:20:00;0
10:00:00;1
10:15:00;0
10:55:00;1
11:05:00;0
11:45:00;1
12:05:00;0
12:45:00;1
13:00:00;0
13:40:00;1
13:50:00;0
14:30:00;1
14:40:00;0
15:20:00;1
15:30:00;0
16:10:00;1
16:20:00;0
17:00:00;1
17:05:00;0
17:45:00;1
17:50:00;0
18:30:00;1
--- Выше был четверг
08:30:00;0
09:10:00;1
09:20:00;0
10:00:00;1
10:15:00;0
10:55:00;1
11:05:00;0
11:45:00;1
12:05:00;0
12:45:00;1
13:00:00;0
13:40:00;1
13:50:00;0
14:30:00;1
14:40:00;0
15:20:00;1
15:30:00;0
16:10:00;1
16:20:00;0
17:00:00;1
17:05:00;0
17:45:00;1
17:50:00;0
18:30:00;1
--- Выше была пятница
08:30:00;0
09:10:00;1
09:20:00;0
10:00:00;1
10:15:00;0
10:55:00;1
11:05:00;0
11:45:00;1
12:05:00;0
12:45:00;1
13:00:00;0
13:40:00;1
13:50:00;0
14:30:00;1
14:40:00;0
15:20:00;1
15:30:00;0
16:10:00;1
16:20:00;0
17:00:00;1
17:05:00;0
17:45:00;1
17:50:00;0
18:30:00;1
---
